1404219736.726422;m3-30;�Acc;-1.17758624E-1;5.145755E-2;-9.687873E-1
1404219736.731385;m3-29;�Acc;-4.9092352E-2;1.703204E-2;-9.7583574E-1
1404219736.744447;m3-31;�Acc;-1.4385323E-1;1.9979615E-2;-9.7300726E-1
1404219736.765912;m3-32;�Acc;-3.8120598E-2;6.353433E-3;-9.7661346E-1
1404219736.780999;m3-30;Acc;-1.2072733E-1;5.145755E-2;-9.6977687E-1
1404219736.786230;m3-29;Acc;-5.2098006E-2;1.6030155E-2;-9.7583574E-1
1404219736.798226;m3-31;Acc;-1.448522E-1;1.0988789E-2;-9.750052E-1
1404219736.820824;m3-32;Acc;-3.4490064E-2;9.076333E-3;-9.757058E-1
1404219736.835947;m3-30;Acc;-1.2072733E-1;5.0467983E-2;-9.707665E-1
1404219736.840418;m3-29;Acc;-5.1096123E-2;1.903581E-2;-9.7483385E-1
1404219736.853473;m3-31;Acc;-1.4385323E-1;1.7981654E-2;-9.710093E-1
1404219736.875935;m3-32;Acc;-3.7212964E-2;6.353433E-3;-9.784287E-1
1404219736.890999;m3-30;Acc;-1.21716894E-1;5.0467983E-2;-9.707665E-1
1404219736.895450;m3-29;Acc;-4.508481E-2;1.703204E-2;-9.7984326E-1
1404219736.908484;m3-31;Acc;-1.4884813E-1;1.5983691E-2;-9.690113E-1
1404219736.929962;m3-32;Acc;-3.4490064E-2;7.261066E-3;-9.784287E-1
1404219736.945079;m3-30;Acc;-1.246856E-1;5.145755E-2;-9.668082E-1
1404219736.950481;m3-29;Acc;-4.9092352E-2;1.903581E-2;-9.73832E-1
1404219736.963432;m3-31;Acc;-1.4884813E-1;1.4984711E-2;-9.6701336E-1
1404219736.984952;m3-32;Acc;-3.7212964E-2;7.261066E-3;-9.747981E-1
1404219737.000013;m3-30;Acc;-1.2072733E-1;4.552014E-2;-9.668082E-1
1404219737.005374;m3-29;Acc;-4.8090465E-2;1.703204E-2;-9.7583574E-1
1404219737.017344;m3-31;Acc;-1.4884813E-1;1.9979615E-2;-9.720083E-1
1404219737.039866;m3-32;Acc;-3.4490064E-2;9.076333E-3;-9.77521E-1
1404219737.055020;m3-30;Acc;-1.1676906E-1;4.947841E-2;-9.7175604E-1
1404219737.059498;m3-29;Acc;-4.8090465E-2;1.903581E-2;-9.7583574E-1
1404219737.072738;m3-31;Acc;-1.4685017E-1;1.1987768E-2;-9.7300726E-1
1404219737.094023;m3-32;Acc;-3.1767163E-2;7.261066E-3;-9.8115164E-1
1404219737.108997;m3-30;Acc;-1.1577949E-1;4.947841E-2;-9.6977687E-1
1404219737.114290;m3-29;Acc;-5.1096123E-2;2.0037696E-2;-9.7984326E-1
1404219737.127317;m3-31;Acc;-1.4685017E-1;1.2986749E-2;-9.6801233E-1
1404219737.149117;m3-32;Acc;-3.630533E-2;9.983966E-3;-9.77521E-1
1404219737.165018;m3-30;Acc;-1.17758624E-1;5.0467983E-2;-9.6779776E-1
1404219737.169376;m3-29;Acc;-5.1096123E-2;1.703204E-2;-9.7483385E-1
1404219737.182273;m3-31;Acc;-1.4784914E-1;1.2986749E-2;-9.7300726E-1
1404219737.203854;m3-32;Acc;-3.5397697E-2;3.630533E-3;-9.8115164E-1
1404219737.218968;m3-30;Acc;-1.1973777E-1;4.947841E-2;-9.64829E-1
1404219737.223966;m3-29;Acc;-5.3099893E-2;1.6030155E-2;-9.7583574E-1
1404219737.236289;m3-31;Acc;-1.4685017E-1;1.7981654E-2;-9.6801233E-1
1404219737.258824;m3-32;Acc;-3.7212964E-2;7.261066E-3;-9.77521E-1
1404219737.272928;m3-30;Acc;-1.2369603E-1;5.0467983E-2;-9.64829E-1
1404219737.278025;m3-29;Acc;-4.7088582E-2;2.103958E-2;-9.788414E-1
1404219737.291243;m3-31;Acc;-1.4884813E-1;1.7981654E-2;-9.690113E-1
1404219737.312798;m3-32;Acc;-3.630533E-2;4.5381663E-3;-9.7933626E-1
1404219737.327935;m3-30;Acc;-1.2072733E-1;4.8488844E-2;-9.668082E-1
1404219737.333143;m3-29;Acc;-4.8090465E-2;2.0037696E-2;-9.778395E-1
1404219737.346259;m3-31;Acc;-1.4784914E-1;1.3985731E-2;-9.710093E-1
1404219737.367734;m3-32;Acc;-3.630533E-2;9.076333E-3;-9.747981E-1
1404219737.383169;m3-30;Acc;-1.21716894E-1;5.2447118E-2;-9.687873E-1
1404219737.388467;m3-29;Acc;-5.0094236E-2;1.6030155E-2;-9.7583574E-1
1404219737.400583;m3-31;Acc;-1.4784914E-1;1.5983691E-2;-9.710093E-1
1404219737.422853;m3-32;Acc;-3.8120598E-2;7.261066E-3;-9.8115164E-1
1404219737.437648;m3-30;Acc;-1.21716894E-1;4.3541007E-2;-9.6581864E-1
1404219737.441905;m3-29;Acc;-4.9092352E-2;2.0037696E-2;-9.7583574E-1
1404219737.454977;m3-31;Acc;-1.4884813E-1;1.8980635E-2;-9.7001034E-1
1404219737.477563;m3-32;Acc;-3.26748E-2;5.4457993E-3;-9.7933626E-1
1404219737.491606;m3-30;Acc;-1.1676906E-1;4.8488844E-2;-9.707665E-1
1404219737.496616;m3-29;Acc;-4.8090465E-2;1.5028271E-2;-9.7483385E-1
1404219737.510196;m3-31;Acc;-1.4784914E-1;1.3985731E-2;-9.750052E-1
