1414168883.618390;m3-22;Acc;-3.600393E-2;2.20024E-2;-9.911081E-1
1414168883.619006;m3-22;Mag;6.0447776E-1;6.302002E-1;4.78009E-1
1414168883.620639;m3-23;Mag;7.41659E-1;5.8552027E-1;3.092748E-1
1414168883.622605;m3-22;Acc;-3.700404E-2;1.9002073E-2;-9.8010695E-1
1414168883.623569;m3-23;Acc;-8.641551E-2;-2.5292343E-2;-9.790244E-1
1414168883.624160;m3-22;Mag;6.087648E-1;6.302002E-1;4.78009E-1
1414168883.625586;m3-23;Mag;7.3565364E-1;5.9452826E-1;3.0627215E-1
1414168883.627193;m3-22;Acc;-3.9004255E-2;2.6002837E-2;-9.841074E-1
1414168883.628233;m3-22;Mag;6.087648E-1;6.2805665E-1;4.7586545E-1
1414168883.628828;m3-23;Acc;-8.325396E-2;-2.3184648E-2;-9.832398E-1
1414168883.631595;m3-23;Mag;7.32651E-1;5.885229E-1;3.0326948E-1
1414168883.632361;m3-22;Acc;-4.0004365E-2;2.0002183E-2;-9.941085E-1
1414168883.633438;m3-22;Mag;6.0662127E-1;6.302002E-1;4.78009E-1
1414168883.634125;m3-23;Acc;-8.85232E-2;-1.7915409E-2;-9.7691673E-1
1414168883.636180;m3-22;Acc;-4.0004365E-2;2.20024E-2;-9.931084E-1
1414168883.636682;m3-23;Mag;7.41659E-1;5.915256E-1;3.002668E-1
1414168883.638141;m3-22;Mag;6.0447776E-1;6.302002E-1;4.7586545E-1
1414168883.639404;m3-23;Acc;-8.7469354E-2;-2.8453885E-2;-9.790244E-1
1414168883.641457;m3-23;Mag;7.41659E-1;5.825176E-1;3.092748E-1
1414168883.642304;m3-22;Acc;-3.9004255E-2;2.1002293E-2;-9.871077E-1
1414168883.643354;m3-22;Mag;6.0662127E-1;6.302002E-1;4.7372192E-1
1414168883.643891;m3-23;Acc;-8.641551E-2;-2.4238495E-2;-9.864014E-1
1414168883.645467;m3-23;Mag;7.3865634E-1;5.9452826E-1;3.092748E-1
1414168883.647176;m3-22;Acc;-3.8004145E-2;2.3002509E-2;-9.851075E-1
1414168883.648154;m3-22;Mag;6.0662127E-1;6.302002E-1;4.6943483E-1
1414168883.648735;m3-23;Acc;-8.7469354E-2;-2.4238495E-2;-9.874552E-1
1414168883.650544;m3-23;Mag;7.3565364E-1;5.9753096E-1;3.0627215E-1
1414168883.652174;m3-22;Acc;-4.0004365E-2;2.3002509E-2;-9.8210716E-1
